lat,lon,dep,log_dep,log_dep_norm,lon_band,PINN_log_dep,Kriging_log_dep
-79.63350785340315,30.0,0.0017305408837273,-2.76181813611706,-1.8896746172263807,10,-2.5259821,-1.7253130414459685
-79.63350785340315,31.25,0.0016706130700185,-2.7771241252199084,-1.9034967058509304,10,-2.5362082,-1.7480583872863962
-79.63350785340315,32.5,0.0016517556505277,-2.782054198829416,-1.9079488137087288,10,-2.5458016,-1.777618449712131
-79.63350785340315,33.75,0.0016167770372703,-2.7913498676382176,-1.916343276636695,10,-2.5554364,-1.811587787503517
-79.63350785340315,35.0,0.0015827084425836,-2.8005990809930554,-1.9246957879209308,10,-2.5651536,-1.8494052977289295
-79.63350785340315,36.25,0.0015189205296337,-2.8184649479570925,-1.9408295767843615,10,-2.5749617,-1.8910531071751568
-79.63350785340315,37.5,0.0014548485632985,-2.8371822104901705,-1.957732219259981,10,-2.5847645,-1.9347814562316952
-79.63350785340315,38.75,0.0013974215835332,-2.8546725532406727,-1.973526890610309,10,-2.5944676,-1.9780968255757594
-79.63350785340315,100.0,0.0010428164387121,-2.981792131334052,-2.0883223515580136,14,-2.7528925,-2.167987636478928
-79.63350785340315,101.25,0.0010428871028125,-2.9817627033465635,-2.0882957765847547,14,-2.7522874,-2.1600371046690103
-79.63350785340315,102.5,0.0010398362064734,-2.983035064765631,-2.089444783824904,14,-2.75179,-2.1542011500857674
-79.63350785340315,103.75,0.0010453223949298,-2.9807497452032488,-2.0873810237297925,14,-2.7513964,-2.14794760578579
-79.63350785340315,105.0,0.0010374773992225,-2.984021355338609,-2.090335454504051,14,-2.7511077,-2.140403854290753
-79.63350785340315,106.25,0.0010524212848395,-2.97781037704883,-2.084726624405609,14,-2.7525618,-2.13303342268948
-79.63350785340315,107.5,0.0010746865300461,-2.968718194468385,-2.076515919917775,14,-2.751009,-2.1258888745776012
-79.63350785340315,108.75,0.0010614715283736,-2.974091650330806,-2.0813684245583715,14,-2.7491512,-2.1214503010879633
-79.63350785340315,110.0,0.0011036705691367,-2.9571605383425066,-2.066078767101939,14,-2.747399,-2.120542534469644
-79.63350785340315,111.25,0.0011243182234466,-2.949110750042043,-2.058809397801449,14,-2.7459252,-2.1221583965881234
-79.63350785340315,112.5,0.0011714197462424,-2.9312874594852305,-2.042714057604748,14,-2.7446682,-2.124792478552275
-79.63350785340315,113.75,0.0012068239739164,-2.918356071022558,-2.0310363544410706,14,-2.7424111,-2.127815729743645
-79.63350785340315,115.0,0.0012562735937535,-2.9009157687850755,-2.015286872225605,14,-2.7402701,-2.1310355379457366
-79.63350785340315,116.25,0.0012672392185777,-2.8971413949809555,-2.0118784202221334,14,-2.738079,-2.134084323005103
-79.63350785340315,117.5,0.001277258968912,-2.893721039019281,-2.0087896643820438,14,-2.7359898,-2.1353739128954636
-79.63350785340315,118.75,0.0012855470413342,-2.890912026825028,-2.006252983136845,14,-2.7340243,-2.1307727116697808
-79.63350785340315,-140.0,0.0016094634775072,-2.79331887402468,-1.9181213898048872,2,-2.6123264,-1.6935587267236378
-79.63350785340315,-138.75,0.0017251499230042,-2.7631731568781537,-1.8908982700672448,2,-2.6192923,-1.6814248917339114
-79.63350785340315,-137.5,0.0018121858593076,-2.741797262767184,-1.871594747711031,2,-2.6263275,-1.6725706292283962
-79.63350785340315,-136.25,0.001829954329878,-2.737559748810244,-1.8677680565336745,2,-2.6334345,-1.6661445387440101
-79.63350785340315,-135.0,0.001820784760639,-2.73974139016972,-1.8697381899249252,2,-2.6391432,-1.6618319257397054
-79.63350785340315,-133.75,0.0018410633783787,-2.734931260704901,-1.8653943977458296,2,-2.6398468,-1.6593439393877847
-79.63350785340315,-132.5,0.0018743510590866,-2.7271490640643736,-1.858366677358976,2,-2.640232,-1.6583506228369993
-79.63350785340315,-131.25,0.001871645101346,-2.727776498086757,-1.8589332822745537,2,-2.6406898,-1.6591894944602261
-79.63350785340315,-130.0,0.0019193425541743,-2.716847507749625,-1.8490638467221283,2,-2.64122,-1.66175258409242
-79.63350785340315,-128.75,0.0019568996503949,-2.708431444345653,-1.8414637123265087,2,-2.6415825,-1.6648359405585613
-79.63350785340315,-127.5,0.0019638573285192,-2.70689006628811,-1.8400717693444424,2,-2.6420221,-1.6683152852589473
-79.63350785340315,-126.25,0.0020078637171536,-2.6972657680692174,-1.8313805373020864,2,-2.6425352,-1.6736499916056218
-79.63350785340315,-125.0,0.0020747811067849,-2.683027715400067,-1.8185228497321024,2,-2.6431537,-1.6830098852905642
-79.63350785340315,-123.75,0.0020924075506627,-2.6793537214465264,-1.8152050458521531,2,-2.6440187,-1.6979004382249292
-79.63350785340315,-122.5,0.0021970949601382,-2.6581511721314777,-1.7960580626856455,2,-2.6418767,-1.7206636543312308
-79.63350785340315,-121.25,0.0023449317086488,-2.62986980070534,-1.7705185421979996,2,-2.6392689,-1.7532237871720786
-79.63350785340315,-60.0,0.0062264474108815,-2.2057596756394227,-1.3875254735475735,6,-2.3897367,-1.284224897028931
-79.63350785340315,-58.75,0.0060071502812206,-2.2213315031469545,-1.4015876278068662,6,-2.3850393,-1.2597867169908306
-79.63350785340315,-57.5,0.0061989217065274,-2.207683848829555,-1.3892631000533997,6,-2.3804553,-1.2393703801338838
-79.63350785340315,-56.25,0.0064503126777708,-2.190419232505951,-1.3736722711765326,6,-2.3756466,-1.2221333752103622
-79.63350785340315,-55.0,0.0068376692943274,-2.165091907798249,-1.350800405504849,6,-2.3689342,-1.2072621851949705
-79.63350785340315,-53.75,0.0068790037184953,-2.1624744557893023,-1.34843671287479,6,-2.3619418,-1.1948922782364015
-79.63350785340315,-52.5,0.006777745205909,-2.168914761516292,-1.354252637342623,6,-2.3550632,-1.1857433745017871
-79.63350785340315,-51.25,0.0068095093593001,-2.166884178869139,-1.3524189176712045,6,-2.3496912,-1.18002858788597
-79.63350785340315,-50.0,0.0078785866498947,-2.103551684186148,-1.2952264455976934,6,-2.344602,-1.1778665067611593
-79.63350785340315,-48.75,0.0085145412012934,-2.069838748654377,-1.2647819457628446,6,-2.339642,-1.1791872139337187
-79.63350785340315,-47.5,0.0082334270700812,-2.08441935703239,-1.2779489786051224,6,-2.3371172,-1.183290757968759
-79.63350785340315,-46.25,0.0080319065600633,-2.095181352575166,-1.2876676093430457,6,-2.3346672,-1.1894171606174526
-79.63350785340315,-45.0,0.0076588154770433,-2.115838393756829,-1.3063219708492078,6,-2.3323205,-1.1979873656569844
-79.63350785340315,-43.75,0.0071495524607598,-2.145721142801097,-1.333307616981556,6,-2.328795,-1.2100622901306033
-79.63350785340315,-42.5,0.0067834239453077,-2.168551039878181,-1.353924178156951,6,-2.3274627,-1.2268896744604065
-79.63350785340315,-41.25,0.0069497795775532,-2.1580289694775647,-1.3444222120563736,6,-2.3261933,-1.2473960069474817
-78.69109947643979,20.0,0.0021763278637081,-2.662275677598286,-1.7997827014340202,10,-2.4108238,-1.6750117532345907
-78.69109947643979,21.25,0.0020923323463648,-2.6793693309287883,-1.815219142010576,10,-2.4194996,-1.6639370094475725
-78.69109947643979,22.5,0.0020125899463891,-2.696244701097943,-1.8304584617620008,10,-2.4278307,-1.6594324476334477
-78.69109947643979,23.75,0.0019601471722126,-2.7077113196229723,-1.8408134029821908,10,-2.4362376,-1.664868509317963
-78.69109947643979,25.0,0.0018751875031739,-2.726955299924312,-1.8581916984603115,10,-2.4447684,-1.6759391919498372
-78.69109947643979,26.25,0.0018122806213796,-2.741774553413861,-1.871574240007012,10,-2.4534245,-1.6819093171383437
-78.69109947643979,27.5,0.0017042550025507,-2.768465422530028,-1.895677455807764,10,-2.462413,-1.6786220452094216
-78.69109947643979,28.75,0.0016548266867175,-2.781247484029409,-1.907220309109287,10,-2.4729586,-1.6823411798373313
-78.69109947643979,30.0,0.0015929971123114,-2.797785011460859,-1.9221545396416924,10,-2.483629,-1.695959556977626
-78.69109947643979,31.25,0.0015665380051359,-2.8050590644141877,-1.9287233803683497,10,-2.494427,-1.7185896925501238
-78.69109947643979,32.5,0.0015305957058444,-2.815139509437685,-1.9378265362345568,10,-2.5053525,-1.7479797038043843
-78.69109947643979,33.75,0.0015089026419445,-2.821338781052956,-1.943424794608984,10,-2.5157433,-1.7827243734799605
-78.69109947643979,35.0,0.0014449392911046,-2.840150399337957,-1.9604126451398651,10,-2.5259037,-1.8221744561007014
-78.69109947643979,36.25,0.0013745895121246,-2.8618269740045554,-1.9799876973697557,10,-2.5361645,-1.865335501438655
-78.69109947643979,37.5,0.0013260707492008,-2.8774333046130915,-1.9940810096885957,10,-2.546301,-1.911132392705704
-78.69109947643979,38.75,0.0013195050414651,-2.87958894612122,-1.9960276638883276,10,-2.5561886,-1.958492864256161
-78.69109947643979,100.0,0.00091883901041,-3.036760574593519,-2.1379616587063826,14,-2.7147803,-2.142250629911376
-78.69109947643979,101.25,0.0009438414126634,-3.02510097115852,-2.1274324422720348,14,-2.7143435,-2.1327028350510258
-78.69109947643979,102.5,0.000961011799518,-3.017271279933843,-2.120361831853907,14,-2.714018,-2.124558182265503
-78.69109947643979,103.75,0.0009604134247638,-3.017541777956844,-2.1206061053615883,14,-2.713754,-2.1179042799633865
-78.69109947643979,105.0,0.0009589722612872,-3.0181939548148424,-2.121195054319384,14,-2.7145507,-2.110427595361099
-78.69109947643979,106.25,0.0009488292271271,-3.0228119460450125,-2.1253653358753084,14,-2.7141013,-2.1043710162857363
-78.69109947643979,107.5,0.0009518766892142,-3.0214193086138748,-2.12410771326329,14,-2.7118733,-2.0990189008023865
-78.69109947643979,108.75,0.0009600388584658,-3.017711188131522,-2.120759091387684,14,-2.709759,-2.0960051210963653
-78.69109947643979,110.0,0.0009869402274489,-3.005709148926269,-2.109920637991722,14,-2.707967,-2.0968350759077876
-78.69109947643979,111.25,0.0010037578176707,-2.998371059239513,-2.1032939688294943,14,-2.7067037,-2.09991529805454
-78.69109947643979,112.5,0.0010306708281859,-2.986880015927557,-2.0929169707812703,14,-2.7041764,-2.104088001422884
-78.69109947643979,113.75,0.0010730611393228,-2.969375532727359,-2.0771095298838342,14,-2.701777,-2.109045830114085
-78.69109947643979,115.0,0.0010516104521229,-2.978145106022523,-2.085028901736953,14,-2.699507,-2.1149806299927043
-78.69109947643979,116.25,0.0010399046586826,-2.9830064761878394,-2.089418966881403,14,-2.697364,-2.1220454661676955
-78.69109947643979,117.5,0.0010199501411989,-2.991421057582609,-2.097017762947144,14,-2.6962214,-2.1276834053934954
-78.69109947643979,118.75,0.0010242111748084,-2.9896104900411977,-2.0953827281349566,14,-2.6966782,-2.1253351967122014
-78.69109947643979,-140.0,0.0020857551135122,-2.6807366830108585,-1.8164539306630656,2,-2.5758772,-1.6529226402592851
-78.69109947643979,-138.75,0.00190603826195,-2.719868385551327,-1.8517918534140505,2,-2.582528,-1.6453272071860097
-78.69109947643979,-137.5,0.0019024140201508,-2.720694962109459,-1.8525382941938464,2,-2.5892622,-1.6396730339916417
-78.69109947643979,-136.25,0.0019709200132638,-2.7053310005318343,-1.838663853468511,2,-2.5960834,-1.6356979585823772
-78.69109947643979,-135.0,0.0019864938221871,-2.701912781222355,-1.8355770271343024,2,-2.601833,-1.6330890893269698
-78.69109947643979,-133.75,0.001986671006307,-2.7018740463151,-1.8355420475379272,2,-2.6068056,-1.6318162352206877
-78.69109947643979,-132.5,0.00194429513067,-2.711237811481235,-1.8439980049488536,2,-2.6072128,-1.6316706141152761
-78.69109947643979,-131.25,0.001917049055919,-2.717366773693476,-1.849532770347213,2,-2.6074328,-1.6325224192162333
-78.69109947643979,-130.0,0.0018864067969843,-2.724364647423133,-1.855852207152295,2,-2.6077242,-1.633715376979441
-78.69109947643979,-128.75,0.0018419600091874,-2.73471980300874,-1.8652034406637985,2,-2.6080947,-1.6344713973236862
-78.69109947643979,-127.5,0.0018035206012427,-2.743878892461249,-1.8734745654687408,2,-2.6085334,-1.6354690625293837
-78.69109947643979,-126.25,0.0017770898994058,-2.7502906015541155,-1.8792646657177965,2,-2.6090493,-1.638635230041444
-78.69109947643979,-125.0,0.0017848344286903,-2.7484020652891914,-1.8775592211725889,2,-2.6096349,-1.6451663656677045
-78.69109947643979,-123.75,0.001856813323684,-2.7312317562328285,-1.862053556566844,2,-2.6099873,-1.65584364524963
-78.69109947643979,-122.5,0.001972502330318,-2.7049824750418927,-1.8383491171794983,2,-2.6080408,-1.673649986808931
-78.69109947643979,-121.25,0.002136904047802,-2.6702149782784392,-1.806952294779517,2,-2.6060865,-1.7063494419156755
-78.69109947643979,-60.0,0.0063205971382558,-2.199241889819074,-1.3816395806046653,6,-2.3343596,-1.268761490306183
-78.69109947643979,-58.75,0.0067247874103486,-2.172321440391997,-1.3573290420766768,6,-2.3295217,-1.24143531477815
-78.69109947643979,-57.5,0.0071519361808896,-2.145576369549268,-1.3331768793530494,6,-2.3247948,-1.2188702057276373
-78.69109947643979,-56.25,0.0075487755239009,-2.122123488945725,-1.311997732286832,6,-2.3201802,-1.1997235975075389
-78.69109947643979,-55.0,0.0066639459691941,-2.1762685328161475,-1.3608934678010978,6,-2.3142877,-1.183369875519649
-78.69109947643979,-53.75,0.0060943523421883,-2.2150724408510114,-1.395935375399016,6,-2.306911,-1.169771221391261
-78.69109947643979,-52.5,0.0060734893195331,-2.2165617278989505,-1.3972802775432478,6,-2.2997897,-1.1592161434370976
-78.69109947643979,-51.25,0.0067779077216982,-2.1689043481911816,-1.3542432335790648,6,-2.2943053,-1.1518941960900977
-78.69109947643979,-50.0,0.0089261932298541,-2.04933371599974,-1.246264855707624,6,-2.2889457,-1.1478725631499878
-78.69109947643979,-48.75,0.0104537429288029,-1.980728183975695,-1.1843105620387326,6,-2.2837129,-1.1469389459261512
-78.69109947643979,-47.5,0.010364269837737,-1.984461288515749,-1.1876817457924007,6,-2.279112,-1.1486929757903492
-78.69109947643979,-46.25,0.0103670302778482,-1.984345633066424,-1.187577303024295,6,-2.2764273,-1.1526654447799252
-78.69109947643979,-45.0,0.0095553556457161,-2.019753144077556,-1.2195520909247717,6,-2.2738633,-1.1588573375258153
-78.69109947643979,-43.75,0.0091090491041541,-2.040526956767171,-1.238311903056888,6,-2.270437,-1.168921728033456
-78.69109947643979,-42.5,0.0088670039549469,-2.052223097826986,-1.2488741148295277,6,-2.268072,-1.1847792057967212
-78.69109947643979,-41.25,0.009015136398375,-2.045027698047127,-1.2423763019291003,6,-2.2666826,-1.2070412737806246
-77.74869109947645,20.0,0.0023144739679992,-2.6355476995724088,-1.7756459743955866,10,-2.3664262,-1.634475440908034
-77.74869109947645,21.25,0.0022872516419738,-2.6406860519614144,-1.7802861686115738,10,-2.3751044,-1.6228997408454762
-77.74869109947645,22.5,0.0022432396654039,-2.6491243243652893,-1.7879063588665602,10,-2.383902,-1.6181750652172529
-77.74869109947645,23.75,0.0021714642643928,-2.6632473133911807,-1.800660138099493,10,-2.392511,-1.622592254070534
-77.74869109947645,25.0,0.0020605532918125,-2.686016148894392,-1.821221557560102,10,-2.4010344,-1.6365248460883086
-77.74869109947645,26.25,0.0019242329290136,-2.715742357629624,-1.8480658398112744,10,-2.4096794,-1.6466497283468273
-77.74869109947645,27.5,0.0018094708211719,-2.7424484157644926,-1.872182772070415,10,-2.419423,-1.6459943426282653
-77.74869109947645,28.75,0.0017210654914379,-2.7642026032175124,-1.891827912603982,10,-2.4299295,-1.6487106401400906
-77.74869109947645,30.0,0.0016444985521957,-2.783966504530784,-1.909675723267068,10,-2.4405582,-1.661086187846281
-77.74869109947645,31.25,0.0016080198111012,-2.7937086049663264,-1.918473336717888,10,-2.451312,-1.6825549459893658
-77.74869109947645,32.5,0.0015655701281502,-2.8053274738237794,-1.928965767751623,10,-2.462195,-1.7109743669708144
-77.74869109947645,33.75,0.0015119505114853,-2.8204624237426,-1.9426333992715692,10,-2.4732013,-1.7456012448524223
-77.74869109947645,35.0,0.001438072649762,-2.8422191733455007,-1.9622808535571257,10,-2.4838517,-1.7851301764681953
-77.74869109947645,36.25,0.0014001803938299,-2.853816007894673,-1.9727533864869355,10,-2.4944062,-1.8283803293286838
-77.74869109947645,37.5,0.0013662239070981,-2.8644781193598923,-1.982381816809656,10,-2.5049021,-1.873843044964752
-77.74869109947645,38.75,0.0013570564333349,-2.867402091782888,-1.9850223130033235,10,-2.5155,-1.920023936167198
-77.74869109947645,100.0,0.0009047288913279,-3.0434815408384126,-2.144031033932988,14,-2.67301,-2.1119692794134997
-77.74869109947645,101.25,0.0009127871016971,-3.039630505423014,-2.1405533525854943,14,-2.6722338,-2.102955796343014
-77.74869109947645,102.5,0.0009292978793382,-3.031845053910764,-2.133522692883507,14,-2.671524,-2.0949082686499008
-77.74869109947645,103.75,0.0009254523320123,-3.0336459458761165,-2.135148990157148,14,-2.671737,-2.0868398510281607
-77.74869109947645,105.0,0.0009257933124899,-3.03348596068778,-2.135004515374307,14,-2.6726735,-2.0792160303713927
-77.74869109947645,106.25,0.000931006448809,-3.031047310777531,-2.1328022901566346,14,-2.6703703,-2.073445879000289
-77.74869109947645,107.5,0.0009216199396178,-3.0354481376835487,-2.1367764612544677,14,-2.668168,-2.069889287985979
-77.74869109947645,108.75,0.0009215273312292,-3.035491779678716,-2.1368158722014434,14,-2.6662989,-2.0684852841061963
-77.74869109947645,110.0,0.0009285244741477,-3.0322066445927875,-2.133849227707174,14,-2.6649783,-2.070297579193173
-77.74869109947645,111.25,0.0009383531287312,-3.027633693605405,-2.1297196197871235,14,-2.6624727,-2.074530259994442
-77.74869109947645,112.5,0.0009302289690822,-3.03141013986572,-2.1331299433242163,14,-2.6598935,-2.080379531632582
-77.74869109947645,113.75,0.0009271915769204,-3.032830522378353,-2.1344126211595684,14,-2.6574512,-2.087973931957131
-77.74869109947645,115.0,0.0008892265614122,-3.0509875732982032,-2.1508093639828028,14,-2.6551428,-2.0981327948010806
-77.74869109947645,116.25,0.0008900840766727,-3.0505689682871635,-2.1504313423128285,14,-2.6553967,-2.1102599946676874
-77.74869109947645,117.5,0.0008905333233997,-3.05034982477138,-2.150233444543772,14,-2.6560547,-2.123072436482635
-77.74869109947645,118.75,0.0008932102355174,-3.0490463088839763,-2.149056303230124,14,-2.6568356,-2.1319992557903364
-77.74869109947645,-140.0,0.0026646500919014,-2.5743598122034346,-1.7203901920818827,2,-2.537815,-1.6103233572105666
-77.74869109947645,-138.75,0.0022692205384373,-2.644123294343344,-1.783390173750206,2,-2.544438,-1.6084025862861928
-77.74869109947645,-137.5,0.0021534198895096,-2.6668712800151635,-1.8039327647499184,2,-2.5511441,-1.6064827882683164
-77.74869109947645,-136.25,0.0020793592557311,-2.6820704701189277,-1.817658408432528,2,-2.5579093,-1.605039403064795
-77.74869109947645,-135.0,0.0020160400308668,-2.6955008487086647,-1.829786725124852,2,-2.5637593,-1.604293886286246
-77.74869109947645,-133.75,0.001980768982321,-2.703166173403258,-1.836708904185132,2,-2.5689213,-1.6043182018529083
-77.74869109947645,-132.5,0.0019639153033494,-2.706877245714601,-1.840060191712833,2,-2.5739522,-1.6043564962781975
-77.74869109947645,-131.25,0.0019293056102469,-2.7145989728064936,-1.847033305013878,2,-2.57474,-1.6039678774936084
